prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
PRIVATE-KEY;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
PROTOCOL;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
PROXY SERVER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
PUBLIC-KEY;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
REGISTERED DOMAIN;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
REMOTE MAIL SERVER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
REMOTE SERVER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
REPEATER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
ROUTER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SECURE SHELL;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SECURE SOCKET LAYER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SERVER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SERVER SIDE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SERVLETS;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SOFTWARE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SPYWARE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
STAR;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SUBDOMAINS;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SWITCH;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TAG;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TOP-LEVEL DOMAINS;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TRADITIONAL TELEPHONE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TRANSPORT LAYER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
TROJAN HORSE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
USER DATAGRAM PROTOCOL;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
VIRUS;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
WEBSERVER;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
WIDE AREA NETWORK;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
WIRELESS NETWORK;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
WORLD WIDE WEB;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
WORM;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SECOND GENERATION;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
EMAIL;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
CLIENT-SIDE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SERVER-SIDE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SERVLET;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
WEBSERVERS;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
4G;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
ANTIVIRUS SOFTWARE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
SEARCH ENGINE;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
WIFI NETWORK;VOICE OVER INTERNET PROTOCOL;;0;0;;;;;
1G;WEBSERVER;;0;0;;;;;
3G;WEBSERVER;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;WEBSERVER;;0;0;;;;;
ACCESS POINT;WEBSERVER;;0;0;;;;;
ACTIVE SERVER PAGE;WEBSERVER;;0;0;;;;;
ADDRESSING SYSTEM;WEBSERVER;;0;0;;;;;
APPLICATION LAYER;WEBSERVER;;0;0;;;;;
AUDITING SOFTWARE;WEBSERVER;;0;0;;;;;
BIT PATTERN;WEBSERVER;;0;0;;;;;
BODY;WEBSERVER;;0;0;;;;;
BRIDGE;WEBSERVER;;0;0;;;;;
BROWSER;WEBSERVER;;0;0;;;;;
BUS;WEBSERVER;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;WEBSERVER;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;WEBSERVER;;0;0;;;;;
CERTIFICATE;WEBSERVER;;0;0;;;;;
CERTIFICATE AUTHORITY;WEBSERVER;;0;0;;;;;
CLIENT;WEBSERVER;;0;0;;;;;
CLIENT SIDE;WEBSERVER;;0;0;;;;;
CLIENT/SERVER MODEL;WEBSERVER;;0;0;;;;;
CLOUD COMPUTING;WEBSERVER;;0;0;;;;;
CLUSTER COMPUTE;WEBSERVER;;0;0;;;;;
COLLISION AVOIDANCE;WEBSERVER;;0;0;;;;;
COLLISION DETECTION;WEBSERVER;;0;0;;;;;
COMPUTER;WEBSERVER;;0;0;;;;;
COMPUTER SYSTEM;WEBSERVER;;0;0;;;;;
CONTENT DELIVERY NETWORK;WEBSERVER;;0;0;;;;;
DENIAL OF SERVICE;WEBSERVER;;0;0;;;;;
DIGITAL SIGNATURE;WEBSERVER;;0;0;;;;;
DISTRIBUTED SYSTEM;WEBSERVER;;0;0;;;;;
DOMAIN;WEBSERVER;;0;0;;;;;
DOMAIN NAME;WEBSERVER;;0;0;;;;;
DOMAIN NAME SYSTEM;WEBSERVER;;0;0;;;;;
ENCRYPTION;WEBSERVER;;0;0;;;;;
END SYSTEM;WEBSERVER;;0;0;;;;;
END USER;WEBSERVER;;0;0;;;;;
ETHERNET NETWORK;WEBSERVER;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;WEBSERVER;;0;0;;;;;
FILE SERVER;WEBSERVER;;0;0;;;;;
FILE TRANSFER PROTOCOL;WEBSERVER;;0;0;;;;;
FIREWALL;WEBSERVER;;0;0;;;;;
FORWARDING TABLE;WEBSERVER;;0;0;;;;;
GATEWAY;WEBSERVER;;0;0;;;;;
GRID COMPUTE;WEBSERVER;;0;0;;;;;
HEAD;WEBSERVER;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;WEBSERVER;;0;0;;;;;
HOP COUNT;WEBSERVER;;0;0;;;;;
HOT SPOT;WEBSERVER;;0;0;;;;;
HUB;WEBSERVER;;0;0;;;;;
HYPERTEXT;WEBSERVER;;0;0;;;;;
HYPERTEXT DOCUMENT;WEBSERVER;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;WEBSERVER;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;WEBSERVER;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;WEBSERVER;;0;0;;;;;
INSTANT MESSAGING;WEBSERVER;;0;0;;;;;
INTERNET;WEBSERVER;;0;0;;;;;
INTERNET INFRASTRUCTURE;WEBSERVER;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;WEBSERVER;;0;0;;;;;
INTERNET PROTOCOL;WEBSERVER;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;WEBSERVER;;0;0;;;;;
INTERNET PROTOCOL NETWORK;WEBSERVER;;0;0;;;;;
INTERNET SERVICE PROVIDER;WEBSERVER;;0;0;;;;;
INTERNET SOFTWARE;WEBSERVER;;0;0;;;;;
INTERNET2;WEBSERVER;;0;0;;;;;
INTERPROCESS COMMUNICATION;WEBSERVER;;0;0;;;;;
INTRANET;WEBSERVER;;0;0;;;;;
JAVASERVER PAGE;WEBSERVER;;0;0;;;;;
LINK LAYER;WEBSERVER;;0;0;;;;;
LOCAL AREA NETWORK;WEBSERVER;;0;0;;;;;
MAGNETIC DISK;WEBSERVER;;0;0;;;;;
MAIL SERVER;WEBSERVER;;0;0;;;;;
MALICIOUS SOFTWARE;WEBSERVER;;0;0;;;;;
MASS STORAGE;WEBSERVER;;0;0;;;;;
METROPOLITAN AREA NETWORK;WEBSERVER;;0;0;;;;;
MNEMONIC ADDRESS;WEBSERVER;;0;0;;;;;
MNEMONIC DOMAIN NAME;WEBSERVER;;0;0;;;;;
NAME SERVER;WEBSERVER;;0;0;;;;;
NETWORK;WEBSERVER;;0;0;;;;;
NETWORK LAYER;WEBSERVER;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;WEBSERVER;;0;0;;;;;
NETWORK SOFTWARE;WEBSERVER;;0;0;;;;;
OPEN NETWORK;WEBSERVER;;0;0;;;;;
PEER-TO-PEER MODEL;WEBSERVER;;0;0;;;;;
PERSONAL AREA NETWORK;WEBSERVER;;0;0;;;;;
PHISHING;WEBSERVER;;0;0;;;;;
PHONE NETWORK;WEBSERVER;;0;0;;;;;
PHP;WEBSERVER;;0;0;;;;;
PORT NUMBER;WEBSERVER;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;WEBSERVER;;0;0;;;;;
PRINT SERVER;WEBSERVER;;0;0;;;;;
PRIVATE-KEY;WEBSERVER;;0;0;;;;;
PROTOCOL;WEBSERVER;;0;0;;;;;
PROXY SERVER;WEBSERVER;;0;0;;;;;
PUBLIC-KEY;WEBSERVER;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;WEBSERVER;;0;0;;;;;
REGISTERED DOMAIN;WEBSERVER;;0;0;;;;;
REMOTE MAIL SERVER;WEBSERVER;;0;0;;;;;
REMOTE SERVER;WEBSERVER;;0;0;;;;;
REPEATER;WEBSERVER;;0;0;;;;;
ROUTER;WEBSERVER;;0;0;;;;;
SECURE SHELL;WEBSERVER;;0;0;;;;;
SECURE SOCKET LAYER;WEBSERVER;;0;0;;;;;
SERVER;WEBSERVER;;0;0;;;;;
SERVER SIDE;WEBSERVER;;0;0;;;;;
SERVLETS;WEBSERVER;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;WEBSERVER;;0;0;;;;;
SOFTWARE;WEBSERVER;;0;0;;;;;
SPYWARE;WEBSERVER;;0;0;;;;;
STAR;WEBSERVER;;0;0;;;;;
SUBDOMAINS;WEBSERVER;;0;0;;;;;
SWITCH;WEBSERVER;;0;0;;;;;
TAG;WEBSERVER;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;WEBSERVER;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;WEBSERVER;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;WEBSERVER;;0;0;;;;;
TOP-LEVEL DOMAINS;WEBSERVER;;0;0;;;;;
TRADITIONAL TELEPHONE;WEBSERVER;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;WEBSERVER;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;WEBSERVER;;0;0;;;;;
TRANSPORT LAYER;WEBSERVER;;0;0;;;;;
TROJAN HORSE;WEBSERVER;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;WEBSERVER;;0;0;;;;;
USER DATAGRAM PROTOCOL;WEBSERVER;;0;0;;;;;
VIRUS;WEBSERVER;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;WEBSERVER;;0;0;;;;;
WIDE AREA NETWORK;WEBSERVER;;0;0;;;;;
WIRELESS NETWORK;WEBSERVER;;0;0;;;;;
WORLD WIDE WEB;WEBSERVER;;0;0;;;;;
WORM;WEBSERVER;;0;0;;;;;
SECOND GENERATION;WEBSERVER;;0;0;;;;;
EMAIL;WEBSERVER;;0;0;;;;;
CLIENT-SIDE;WEBSERVER;;0;0;;;;;
SERVER-SIDE;WEBSERVER;;0;0;;;;;
SERVLET;WEBSERVER;;0;0;;;;;
WEBSERVERS;WEBSERVER;;0;0;;;;;
4G;WEBSERVER;;0;0;;;;;
ANTIVIRUS SOFTWARE;WEBSERVER;;0;0;;;;;
SEARCH ENGINE;WEBSERVER;;0;0;;;;;
WIFI NETWORK;WEBSERVER;;0;0;;;;;
1G;WIDE AREA NETWORK;;0;0;;;;;
3G;WIDE AREA NETWORK;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;WIDE AREA NETWORK;;0;0;;;;;
ACCESS POINT;WIDE AREA NETWORK;;0;0;;;;;
ACTIVE SERVER PAGE;WIDE AREA NETWORK;;0;0;;;;;
ADDRESSING SYSTEM;WIDE AREA NETWORK;;0;0;;;;;
APPLICATION LAYER;WIDE AREA NETWORK;;0;0;;;;;
AUDITING SOFTWARE;WIDE AREA NETWORK;;0;0;;;;;
BIT PATTERN;WIDE AREA NETWORK;;0;0;;;;;
BODY;WIDE AREA NETWORK;;0;0;;;;;
BRIDGE;WIDE AREA NETWORK;;0;0;;;;;
BROWSER;WIDE AREA NETWORK;;0;0;;;;;
BUS;WIDE AREA NETWORK;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;WIDE AREA NETWORK;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;WIDE AREA NETWORK;;0;0;;;;;
CERTIFICATE;WIDE AREA NETWORK;;0;0;;;;;
CERTIFICATE AUTHORITY;WIDE AREA NETWORK;;0;0;;;;;
CLIENT;WIDE AREA NETWORK;;0;0;;;;;
CLIENT SIDE;WIDE AREA NETWORK;;0;0;;;;;
CLIENT/SERVER MODEL;WIDE AREA NETWORK;;0;0;;;;;
CLOUD COMPUTING;WIDE AREA NETWORK;;0;0;;;;;
CLUSTER COMPUTE;WIDE AREA NETWORK;;0;0;;;;;
COLLISION AVOIDANCE;WIDE AREA NETWORK;;0;0;;;;;
COLLISION DETECTION;WIDE AREA NETWORK;;0;0;;;;;
COMPUTER;WIDE AREA NETWORK;;0;0;;;;;
COMPUTER SYSTEM;WIDE AREA NETWORK;;0;0;;;;;
CONTENT DELIVERY NETWORK;WIDE AREA NETWORK;;0;0;;;;;
DENIAL OF SERVICE;WIDE AREA NETWORK;;0;0;;;;;
DIGITAL SIGNATURE;WIDE AREA NETWORK;;0;0;;;;;
DISTRIBUTED SYSTEM;WIDE AREA NETWORK;;0;0;;;;;
DOMAIN;WIDE AREA NETWORK;;0;0;;;;;
DOMAIN NAME;WIDE AREA NETWORK;;0;0;;;;;
DOMAIN NAME SYSTEM;WIDE AREA NETWORK;;0;0;;;;;
ENCRYPTION;WIDE AREA NETWORK;;0;0;;;;;
END SYSTEM;WIDE AREA NETWORK;;0;0;;;;;
END USER;WIDE AREA NETWORK;;0;0;;;;;
ETHERNET NETWORK;WIDE AREA NETWORK;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;WIDE AREA NETWORK;;0;0;;;;;
FILE SERVER;WIDE AREA NETWORK;;0;0;;;;;
FILE TRANSFER PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
FIREWALL;WIDE AREA NETWORK;;0;0;;;;;
FORWARDING TABLE;WIDE AREA NETWORK;;0;0;;;;;
GATEWAY;WIDE AREA NETWORK;;0;0;;;;;
GRID COMPUTE;WIDE AREA NETWORK;;0;0;;;;;
HEAD;WIDE AREA NETWORK;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;WIDE AREA NETWORK;;0;0;;;;;
HOP COUNT;WIDE AREA NETWORK;;0;0;;;;;
HOT SPOT;WIDE AREA NETWORK;;0;0;;;;;
HUB;WIDE AREA NETWORK;;0;0;;;;;
HYPERTEXT;WIDE AREA NETWORK;;0;0;;;;;
HYPERTEXT DOCUMENT;WIDE AREA NETWORK;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;WIDE AREA NETWORK;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;WIDE AREA NETWORK;;0;0;;;;;
INSTANT MESSAGING;WIDE AREA NETWORK;;0;0;;;;;
INTERNET;WIDE AREA NETWORK;;0;0;;;;;
INTERNET INFRASTRUCTURE;WIDE AREA NETWORK;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
INTERNET PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;WIDE AREA NETWORK;;0;0;;;;;
INTERNET PROTOCOL NETWORK;WIDE AREA NETWORK;;0;0;;;;;
INTERNET SERVICE PROVIDER;WIDE AREA NETWORK;;0;0;;;;;
INTERNET SOFTWARE;WIDE AREA NETWORK;;0;0;;;;;
INTERNET2;WIDE AREA NETWORK;;0;0;;;;;
INTERPROCESS COMMUNICATION;WIDE AREA NETWORK;;0;0;;;;;
INTRANET;WIDE AREA NETWORK;;0;0;;;;;
JAVASERVER PAGE;WIDE AREA NETWORK;;0;0;;;;;
LINK LAYER;WIDE AREA NETWORK;;0;0;;;;;
LOCAL AREA NETWORK;WIDE AREA NETWORK;;0;0;;;;;
MAGNETIC DISK;WIDE AREA NETWORK;;0;0;;;;;
MAIL SERVER;WIDE AREA NETWORK;;0;0;;;;;
MALICIOUS SOFTWARE;WIDE AREA NETWORK;;0;0;;;;;
MASS STORAGE;WIDE AREA NETWORK;;0;0;;;;;
METROPOLITAN AREA NETWORK;WIDE AREA NETWORK;;0;0;;;;;
MNEMONIC ADDRESS;WIDE AREA NETWORK;;0;0;;;;;
MNEMONIC DOMAIN NAME;WIDE AREA NETWORK;;0;0;;;;;
NAME SERVER;WIDE AREA NETWORK;;0;0;;;;;
NETWORK;WIDE AREA NETWORK;;0;0;;;;;
NETWORK LAYER;WIDE AREA NETWORK;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
NETWORK SOFTWARE;WIDE AREA NETWORK;;0;0;;;;;
OPEN NETWORK;WIDE AREA NETWORK;;0;0;;;;;
PEER-TO-PEER MODEL;WIDE AREA NETWORK;;0;0;;;;;
PERSONAL AREA NETWORK;WIDE AREA NETWORK;;0;0;;;;;
PHISHING;WIDE AREA NETWORK;;0;0;;;;;
PHONE NETWORK;WIDE AREA NETWORK;;0;0;;;;;
PHP;WIDE AREA NETWORK;;0;0;;;;;
PORT NUMBER;WIDE AREA NETWORK;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;WIDE AREA NETWORK;;0;0;;;;;
PRINT SERVER;WIDE AREA NETWORK;;0;0;;;;;
PRIVATE-KEY;WIDE AREA NETWORK;;0;0;;;;;
PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
PROXY SERVER;WIDE AREA NETWORK;;0;0;;;;;
PUBLIC-KEY;WIDE AREA NETWORK;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;WIDE AREA NETWORK;;0;0;;;;;
REGISTERED DOMAIN;WIDE AREA NETWORK;;0;0;;;;;
REMOTE MAIL SERVER;WIDE AREA NETWORK;;0;0;;;;;
REMOTE SERVER;WIDE AREA NETWORK;;0;0;;;;;
REPEATER;WIDE AREA NETWORK;;0;0;;;;;
ROUTER;WIDE AREA NETWORK;;0;0;;;;;
SECURE SHELL;WIDE AREA NETWORK;;0;0;;;;;
SECURE SOCKET LAYER;WIDE AREA NETWORK;;0;0;;;;;
SERVER;WIDE AREA NETWORK;;0;0;;;;;
SERVER SIDE;WIDE AREA NETWORK;;0;0;;;;;
SERVLETS;WIDE AREA NETWORK;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
SOFTWARE;WIDE AREA NETWORK;;0;0;;;;;
SPYWARE;WIDE AREA NETWORK;;0;0;;;;;
STAR;WIDE AREA NETWORK;;0;0;;;;;
SUBDOMAINS;WIDE AREA NETWORK;;0;0;;;;;
SWITCH;WIDE AREA NETWORK;;0;0;;;;;
TAG;WIDE AREA NETWORK;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;WIDE AREA NETWORK;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;WIDE AREA NETWORK;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;WIDE AREA NETWORK;;0;0;;;;;
TOP-LEVEL DOMAINS;WIDE AREA NETWORK;;0;0;;;;;
TRADITIONAL TELEPHONE;WIDE AREA NETWORK;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;WIDE AREA NETWORK;;0;0;;;;;
TRANSPORT LAYER;WIDE AREA NETWORK;;0;0;;;;;
TROJAN HORSE;WIDE AREA NETWORK;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;WIDE AREA NETWORK;;0;0;;;;;
USER DATAGRAM PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
VIRUS;WIDE AREA NETWORK;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;WIDE AREA NETWORK;;0;0;;;;;
WEBSERVER;WIDE AREA NETWORK;;0;0;;;;;
WIRELESS NETWORK;WIDE AREA NETWORK;;0;0;;;;;
WORLD WIDE WEB;WIDE AREA NETWORK;;0;0;;;;;
WORM;WIDE AREA NETWORK;;0;0;;;;;
SECOND GENERATION;WIDE AREA NETWORK;;0;0;;;;;
EMAIL;WIDE AREA NETWORK;;0;0;;;;;
CLIENT-SIDE;WIDE AREA NETWORK;;0;0;;;;;
SERVER-SIDE;WIDE AREA NETWORK;;0;0;;;;;
SERVLET;WIDE AREA NETWORK;;0;0;;;;;
WEBSERVERS;WIDE AREA NETWORK;;0;0;;;;;
4G;WIDE AREA NETWORK;;0;0;;;;;
ANTIVIRUS SOFTWARE;WIDE AREA NETWORK;;0;0;;;;;
SEARCH ENGINE;WIDE AREA NETWORK;;0;0;;;;;
WIFI NETWORK;WIDE AREA NETWORK;;0;0;;;;;
1G;WIRELESS NETWORK;;0;0;;;;;
3G;WIRELESS NETWORK;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;WIRELESS NETWORK;;0;0;;;;;
ACCESS POINT;WIRELESS NETWORK;;0;0;;;;;
ACTIVE SERVER PAGE;WIRELESS NETWORK;;0;0;;;;;
ADDRESSING SYSTEM;WIRELESS NETWORK;;0;0;;;;;
APPLICATION LAYER;WIRELESS NETWORK;;0;0;;;;;
AUDITING SOFTWARE;WIRELESS NETWORK;;0;0;;;;;
BIT PATTERN;WIRELESS NETWORK;;0;0;;;;;
BODY;WIRELESS NETWORK;;0;0;;;;;
BRIDGE;WIRELESS NETWORK;;0;0;;;;;
BROWSER;WIRELESS NETWORK;;0;0;;;;;
BUS;WIRELESS NETWORK;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;WIRELESS NETWORK;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;WIRELESS NETWORK;;0;0;;;;;
CERTIFICATE;WIRELESS NETWORK;;0;0;;;;;
CERTIFICATE AUTHORITY;WIRELESS NETWORK;;0;0;;;;;
CLIENT;WIRELESS NETWORK;;0;0;;;;;
CLIENT SIDE;WIRELESS NETWORK;;0;0;;;;;
CLIENT/SERVER MODEL;WIRELESS NETWORK;;0;0;;;;;
CLOUD COMPUTING;WIRELESS NETWORK;;0;0;;;;;
CLUSTER COMPUTE;WIRELESS NETWORK;;0;0;;;;;
COLLISION AVOIDANCE;WIRELESS NETWORK;;0;0;;;;;
COLLISION DETECTION;WIRELESS NETWORK;;0;0;;;;;
COMPUTER;WIRELESS NETWORK;;0;0;;;;;
COMPUTER SYSTEM;WIRELESS NETWORK;;0;0;;;;;
CONTENT DELIVERY NETWORK;WIRELESS NETWORK;;0;0;;;;;
DENIAL OF SERVICE;WIRELESS NETWORK;;0;0;;;;;
DIGITAL SIGNATURE;WIRELESS NETWORK;;0;0;;;;;
DISTRIBUTED SYSTEM;WIRELESS NETWORK;;0;0;;;;;
DOMAIN;WIRELESS NETWORK;;0;0;;;;;
DOMAIN NAME;WIRELESS NETWORK;;0;0;;;;;
DOMAIN NAME SYSTEM;WIRELESS NETWORK;;0;0;;;;;
ENCRYPTION;WIRELESS NETWORK;;0;0;;;;;
END SYSTEM;WIRELESS NETWORK;;0;0;;;;;
END USER;WIRELESS NETWORK;;0;0;;;;;
ETHERNET NETWORK;WIRELESS NETWORK;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;WIRELESS NETWORK;;0;0;;;;;
FILE SERVER;WIRELESS NETWORK;;0;0;;;;;
FILE TRANSFER PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
FIREWALL;WIRELESS NETWORK;;0;0;;;;;
FORWARDING TABLE;WIRELESS NETWORK;;0;0;;;;;
GATEWAY;WIRELESS NETWORK;;0;0;;;;;
GRID COMPUTE;WIRELESS NETWORK;;0;0;;;;;
HEAD;WIRELESS NETWORK;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;WIRELESS NETWORK;;0;0;;;;;
HOP COUNT;WIRELESS NETWORK;;0;0;;;;;
HOT SPOT;WIRELESS NETWORK;;0;0;;;;;
HUB;WIRELESS NETWORK;;0;0;;;;;
HYPERTEXT;WIRELESS NETWORK;;0;0;;;;;
HYPERTEXT DOCUMENT;WIRELESS NETWORK;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;WIRELESS NETWORK;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;WIRELESS NETWORK;;0;0;;;;;
INSTANT MESSAGING;WIRELESS NETWORK;;0;0;;;;;
INTERNET;WIRELESS NETWORK;;0;0;;;;;
INTERNET INFRASTRUCTURE;WIRELESS NETWORK;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
INTERNET PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;WIRELESS NETWORK;;0;0;;;;;
INTERNET PROTOCOL NETWORK;WIRELESS NETWORK;;0;0;;;;;
INTERNET SERVICE PROVIDER;WIRELESS NETWORK;;0;0;;;;;
INTERNET SOFTWARE;WIRELESS NETWORK;;0;0;;;;;
INTERNET2;WIRELESS NETWORK;;0;0;;;;;
INTERPROCESS COMMUNICATION;WIRELESS NETWORK;;0;0;;;;;
INTRANET;WIRELESS NETWORK;;0;0;;;;;
JAVASERVER PAGE;WIRELESS NETWORK;;0;0;;;;;
LINK LAYER;WIRELESS NETWORK;;0;0;;;;;
LOCAL AREA NETWORK;WIRELESS NETWORK;;0;0;;;;;
MAGNETIC DISK;WIRELESS NETWORK;;0;0;;;;;
MAIL SERVER;WIRELESS NETWORK;;0;0;;;;;
MALICIOUS SOFTWARE;WIRELESS NETWORK;;0;0;;;;;
MASS STORAGE;WIRELESS NETWORK;;0;0;;;;;
METROPOLITAN AREA NETWORK;WIRELESS NETWORK;;0;0;;;;;
MNEMONIC ADDRESS;WIRELESS NETWORK;;0;0;;;;;
MNEMONIC DOMAIN NAME;WIRELESS NETWORK;;0;0;;;;;
NAME SERVER;WIRELESS NETWORK;;0;0;;;;;
NETWORK;WIRELESS NETWORK;;0;0;;;;;
NETWORK LAYER;WIRELESS NETWORK;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
