PR containing manual concept,prerequisite,advanced,sentID,weight,agreem,sent-1,sent,sent+1,Revised,Semantic Relation Type,Linguistic Type,Problem,Uncertain ?,Comments,Transitive,,Helper_rel,
TRUE,APPLICATION LAYER,TRANSPORT LAYER,514,weak,3,"To fulfill this need, the application layer may use the services of the name servers within the Internet to translate mnemonic addresses used by humans into Internet-compatible internet protocol addresses.",An important task of the transport layer is to accept messages from the application layer and to ensure that the messages are properly formatted for transmission over the Internet.,"Toward this latter goal, the transport layer divides long messages into small segments, which are transmitted over the Internet as individual units.",,,,,,,,,,
TRUE,MESSAGE,TRANSPORT LAYER,514,strong,3,"To fulfill this need, the application layer may use the services of the name servers within the Internet to translate mnemonic addresses used by humans into Internet-compatible internet protocol addresses.",An important task of the transport layer is to accept messages from the application layer and to ensure that the messages are properly formatted for transmission over the Internet.,"Toward this latter goal, the transport layer divides long messages into small segments, which are transmitted over the Internet as individual units.",,,,,,,,,,
TRUE,TRANSPORT LAYER,NETWORK LAYER,519,strong,3,The transport layer adds sequence numbers to the small segments it produces so that the segments can be reassembled at the message's destination.,"Then it hands these segments, known as packets, to the network layer.","From this point, the packets are treated as individual, unrelated messages until they reach the transport layer at their final destination.",,,,,,,,,,
TRUE,ROUTER,LINK LAYER,523,strong,3,It is the network layer's job to decide in which direction a packet should be sent at each step along the packet's path through the Internet.,"In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.",The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,,,,,,,,,,
TRUE,TRANSPORT LAYER,NETWORK LAYER,523,strong,3,It is the network layer's job to decide in which direction a packet should be sent at each step along the packet's path through the Internet.,"In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.",The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,,,,,,,,,,
TRUE,ROUTER,LINK LAYER,525,strong,3,The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,The link layer at the router is in charge of receiving and transmitting the packets.,"Thus, when the network layer at a packet's origin receives the packet from the transport layer, it uses its forwarding table to determine where the packet should be sent to get it started on its journey.",,,,,,,,,,
TRUE,TRANSPORT LAYER,TRANSMISSION CONTROL PROTOCOL,562,strong,3,"Actually, the transmission control protocol (TCP) and the internet protocol (IP) are the names of only two of the protocols in this vast collection-so the fact that the entire collection is referred to as the transmission control protocol/internet protocol protocol suite is rather misleading.","More precisely, transmission control protocol defines a version of the transport layer.",We say a version because the transmission control protocol/internet protocol protocol suite provides for more than one way of implementing the transport layer; one of the other options is defined by the user datagram protocol (UDP).,,,,,,,,,,
TRUE,MALICIOUS SOFTWARE,VIRUS,600,strong,3,"Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.","Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.",The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.,,,,,,,,,,
TRUE,COMPUTER,VIRUS,606,strong,3,The Computer Emergency Response Team Coordination Center maintains a website at http://www.cert.org where it posts notices of its activities.,A virus is software that infects a computer by inserting itself into programs that already reside in the machine.,"Then, when the "" host "" program is executed, the virus is also executed.",,,,,,,,,,
TRUE,COMPUTER,FIREWALL,650,strong,3,Masquerading as a party other than one's self is known as spoofing.,Firewalls are also used to protect individual computers rather than entire networks or domains.,"For example, if a computer is not being used as a webserver, a name server, or an email server, then a firewall should be installed at that computer to block all incoming traffic addressed to such applications.",,,,,,,,,,
TRUE,FIREWALL,AUDITING SOFTWARE,672,strong,3,Still another tool for preventing problems in a network environment is auditing software that is similar to the auditing software we learned about in our discussion on operating system security (Section 3.5).,"Using network auditing software, a system administrator can detect a sudden increase in message traffic at various locations within the administrator's realm, monitor the activities of the system's firewalls, and analyze the pattern of requests being made by the individual computers in order to detect irregularities.","In effect, auditing software is an administrator's primary tool for identifying problems before they grow out of control.",,,,,,,,,,
TRUE,COMPUTER,NETWORK,1,strong,4,,"The need to share information and resources among different computers has led to linked computer systems, called networks, in which computers are connected so that data can be transferred from machine to machine.","In these networks, computer users can exchange messages and share resources-such as printing capabilities, software packages, and data storage facilities-that are scattered throughout the system.",,,,,,,,,,
TRUE,COMPUTER,LOCAL AREA NETWORK,9,strong,4,Network Classifications,"A computer network is often classified as being either a personal area network (PAN), a local area network (LAN), a metropolitan area network (MAN), or a wide area network (WAN).",A personal area network is normally used for shortrange communications-typically less than a few meters-such as between a wireless headset and a smartphone or between a wireless mouse and its PC.,,,,,,,,,,
TRUE,OPEN NETWORK,INTERNET,18,strong,4,Open network designs are freely circulated and often grow in popularity to the point that they ultimately prevail over proprietary approaches whose applications are restricted by license fees and contract conditions.,The Internet (a popular worldwide network of networks that we will study in this chapter) is an open system.,"In particular, communication throughout the Internet is governed by an open collection of standards known as the transmission control protocol/internet protocol protocol suite, which is the subject of Section 4.4.",,,,,,,,,,
TRUE,MACHINE,ACCESS POINT,28,strong,4,"As the simple terminals employed by these users grew into small computers themselves, a star network emerged.","Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.",The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.,,,,,,,,,,
TRUE,BUS,BUS NETWORK,29,strong,4,"Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.",The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.,The distinction is whether the machines in the network envision themselves as communicating directly with each other over a common bus or indirectly through an intermediary central machine.,,,,,,,,,,
TRUE,PROTOCOL,CARRIER SENSE,43,strong,4,"Without rules governing this communication, all the computers might insist on transmitting messages at the same time or fail to assist other machines when that assistance is required.","In a bus network based on the Ethernet standards, the right to transmit messages is controlled by the protocol known as carrier sense, multiple access with collision detection (CSMA/CD).",This protocol dictates that each message be broadcast to all the machines on the bus (Figure 4.2).,,,,,,,,,,
TRUE,CENTRAL ACCESS POINT,HIDDEN TERMINAL PROBLEM,55,strong,4,"For example, the machine may not hear the other because its own signal drowns out that of the other machine.","Another cause might be that the signals from the different machines are blocked from each other by objects or distance even though they can all communicate with the central access point (a condition known as the hidden terminal problem, Figure 4.3).",The result is that wireless networks adopt the policy of trying to avoid collisions rather than trying to detect them.,,,,,,,,,,
TRUE,NETWORK,ROUTER,97,strong,4,"Indeed, traditional telephone communication was handled by worldwide internet systems well before the Internet was popularized.","The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.","Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.",,,,,,,,,,
TRUE,MESSAGE,ROUTER,97,strong,4,"Indeed, traditional telephone communication was handled by worldwide internet systems well before the Internet was popularized.","The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.","Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.",,,,,,,,,,
TRUE,ROUTER,FORWARDING TABLE,108,strong,4,From there it is forwarded in the proper direction.,"For this forwarding purpose, each router maintains a forwarding table that contains the router's knowledge about the direction in which messages should be sent depending on their destination addresses.","The "" point "" at which one network is linked to an internet is often called a gateway because it serves as a passageway between the network and the outside world.",,,,,,,,,,
TRUE,NETWORK,GATEWAY,109,strong,4,"For this forwarding purpose, each router maintains a forwarding table that contains the router's knowledge about the direction in which messages should be sent depending on their destination addresses.","The "" point "" at which one network is linked to an internet is often called a gateway because it serves as a passageway between the network and the outside world.","Gateways can be found in a variety of forms, and thus the term is used rather loosely.",,,,,,,,,,
TRUE,NETWORK,GATEWAY,113,weak,4,In other cases the term gateway may be used to refer to more than just a router.,"For example, in most residential wifi networks that are connected to the Internet, the term gateway refers collectively to both the network's access point and the router connected to the access point because these two devices are normally packaged in a single unit.",Methods of Process Communication,,,,,,,,,,
TRUE,WIDE AREA NETWORK,INTERNET,166,strong,4,4.2 The Internet,"The most notable example of an internet is the Internet (note the uppercase I), which originated from research projects going back to the early 1960s.",The goal was to develop the ability to link a variety of computer networks so that they could function as a connected system that would not be disrupted by local disasters.,,,,,,,,,,
TRUE,INTERNET SERVICE PROVIDER,TIER-1 INTERNET SERVICE PROVIDER,176,strong,4,The system of networks operated by the internet service providers can be classified in a hierarchy according to the role they play in the overall Internet structure (Figure 4.7).,"At the top of this hierarchy are relatively few tier-1 internet service providers that consist of very highspeed, high-capacity, international wide area networks.",These networks are thought of as the backbone of the Internet.,,,,,,,,,,
TRUE,TIER-1 INTERNET SERVICE PROVIDER,TIER-2 INTERNET SERVICE PROVIDER,180,strong,4,An example would be a company that originated as a traditional telephone company and has expanded its scope into providing other communication services.,Connecting to the tier-1 internet service providers are the tier-2 internet service providers that tend to be more regional in scope and less potent in their capabilities.,The distinction between the tier-1 and tier-2 internet service providers is often a matter of opinion.,,,,,,,,,,
TRUE,PROTOCOL,INTERNET PROTOCOL,216,strong,4,In the Internet these addresses are known as internet protocol addresses.,"The term internet protocol refers to "" internet protocol "", which is a term we will learn more about in Section 4.4.","Originally, each internet protocol address was a pattern of 32 bits, but to provide a larger set of addresses, the process of converting to 128-bit addresses is currently underway (see the discussion of internet protocolv6 in Section 4.4).",,,,,,,,,,
TRUE,LOCAL MACHINE,POST OFFICE PROTOCOL VERSION 3,300,strong,4,There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.,"These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced "" pop-THREE "") is the simpler of the two.","Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.",,,,,,,,,,
TRUE,MASS STORAGE,POST OFFICE PROTOCOL VERSION 3,300,strong,4,There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.,"These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced "" pop-THREE "") is the simpler of the two.","Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.",,,,,,,,,,
TRUE,PHONE NETWORK,3G,334,strong,4,"The second generation used digital signals to encode voice, providing more effective use of the airwaves, and the transmission of other kinds of digital data, like text messaging.","The Third Generation ("" 3G "") phone network provided higher data rates, allowing for mobile video calls and other bandwidth-intensive activities.","The 4G network provides even higher data rates and a fully packet-switched internet protocol network, which has allowed smartphones to enjoy the connectivity and flexibility previously available only to broadband-enabled PCs.",,,,,,,,,,
TRUE,INTERNET PROTOCOL NETWORK,4G,335,strong,4,"The Third Generation ("" 3G "") phone network provided higher data rates, allowing for mobile video calls and other bandwidth-intensive activities.","The 4G network provides even higher data rates and a fully packet-switched internet protocol network, which has allowed smartphones to enjoy the connectivity and flexibility previously available only to broadband-enabled PCs.","The Generations of wireless telephones Mobile phone technology has evolved rapidly since the first simple, handheld electronic units were introduced in the 1980s.",,,,,,,,,,
TRUE,PROTOCOL,HYPERTEXT TRANSFER PROTOCOL,360,strong,4,Its task is to provide access to the documents under its control as requested by clients (browsers).,Hypertext documents are normally transferred between browsers and webservers using a protocol known as the hypertext transfer protocol (HTTP).,"In order to locate and retrieve documents on the Web, each document is given a unique address called a uniform resource locator (URL).",,,,,,,,,,
TRUE,BROWSER,UNIFORM RESOURCE LOCATOR,362,strong,4,"In order to locate and retrieve documents on the Web, each document is given a unique address called a uniform resource locator (URL).",Each uniform resource locator contains the information needed by a browser to contact the proper server and request the desired document.,"Thus to view a webpage, a person first provides his or her browser with the uniform resource locator of the desired document and then instructs the browser to retrieve and display the document.",,,,,,,,,,
TRUE,BROWSER,UNIFORM RESOURCE LOCATOR,366,strong,4,"It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.","In short, the uniform resource locator in Figure 4.8 tells a browser to contact the webserver on the computer known as eagle.mu.edu using the protocol hypertext transfer protocol and to retrieve the document named Julius_Caesar.html found within the subdirectory Shakespeare within the directory called authors.",Sometimes a uniform resource locator might not explicitly contain all the segments shown in Figure 4.8.,,,,,,,,,,
TRUE,HYPERTEXT TRANSFER PROTOCOL,UNIFORM RESOURCE LOCATOR,366,strong,4,"It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.","In short, the uniform resource locator in Figure 4.8 tells a browser to contact the webserver on the computer known as eagle.mu.edu using the protocol hypertext transfer protocol and to retrieve the document named Julius_Caesar.html found within the subdirectory Shakespeare within the directory called authors.",Sometimes a uniform resource locator might not explicitly contain all the segments shown in Figure 4.8.,,,,,,,,,,
TRUE,BROWSER,HYPERTEXT MARKUP LANGUAGE,378,strong,4,"The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.",This system of tags is known as hypertext markup language (HTML).,"Thus, it is in terms of hypertext markup language that an author of a webpage describes the information that a browser needs in order to present the page on the user's screen and to find any related documents referenced by the current page.",,,,,,,,,,
TRUE,HYPERTEXT MARKUP LANGUAGE,HYPERTEXT MARKUP LANGUAGE SOURCE DOCUMENT,384,strong,4,Note that the tags are delineated by the symbols < and >.,The hypertext markup language source document consists of two sections-a head (surrounded by the < head > and < / head > tags) and a body (surrounded by the < body > and < / body > tags).,The distinction between the head and body of a webpage is similar to that of the head and body of an interoffice memo.,,,,,,,,,,
TRUE,INTERNET SOFTWARE,APPLICATION LAYER,502,strong,4,"Such is the case with software for controlling communication over the Internet, except that the internet software has four layers rather than three, each consisting of a collection of software routines rather than people and businesses.","The four layers are known as the application layer, the transport layer, the network layer, and the link layer (Figure 4.13).",A message typically originates in the application layer.,,,,,,,,,,
TRUE,INTERNET SOFTWARE,TRANSPORT LAYER,502,strong,4,"Such is the case with software for controlling communication over the Internet, except that the internet software has four layers rather than three, each consisting of a collection of software routines rather than people and businesses.","The four layers are known as the application layer, the transport layer, the network layer, and the link layer (Figure 4.13).",A message typically originates in the application layer.,,,,,,,,,,
TRUE,INTERNET SOFTWARE,NETWORK LAYER,502,strong,4,"Such is the case with software for controlling communication over the Internet, except that the internet software has four layers rather than three, each consisting of a collection of software routines rather than people and businesses.","The four layers are known as the application layer, the transport layer, the network layer, and the link layer (Figure 4.13).",A message typically originates in the application layer.,,,,,,,,,,
TRUE,INTERNET SOFTWARE,LINK LAYER,502,strong,4,"Such is the case with software for controlling communication over the Internet, except that the internet software has four layers rather than three, each consisting of a collection of software routines rather than people and businesses.","The four layers are known as the application layer, the transport layer, the network layer, and the link layer (Figure 4.13).",A message typically originates in the application layer.,,,,,,,,,,
TRUE,SOFTWARE,APPLICATION LAYER,508,strong,4,We begin our journey with the application layer.,The application layer consists of those software units such as clients and servers that use Internet communication to carry out their tasks.,"Although the names are similar, this layer is not restricted to software in the application classification presented in Section 3.2, but also includes many utility packages.",,,,,,,,,,
TRUE,MESSAGE,APPLICATION LAYER,508,weak,4,We begin our journey with the application layer.,The application layer consists of those software units such as clients and servers that use Internet communication to carry out their tasks.,"Although the names are similar, this layer is not restricted to software in the application classification presented in Section 3.2, but also includes many utility packages.",,,,,,,,,,
TRUE,TRANSPORT LAYER,USER DATAGRAM PROTOCOL,563,strong,4,"More precisely, transmission control protocol defines a version of the transport layer.",We say a version because the transmission control protocol/internet protocol protocol suite provides for more than one way of implementing the transport layer; one of the other options is defined by the user datagram protocol (UDP).,"This diversity is analogous to the fact that when shipping a package, you have a choice of different shipping companies, each of which offers the same basic service but with its own unique characteristics.",,,,,,,,,,
TRUE,INTERNET PROTOCOL NETWORK LAYER,HOP COUNT,584,strong,4,Much of the internet protocol standard associated with routing deals with the protocols used for communication among neighboring network layers as they interchange routing information.,"An interesting feature associated with forwarding is that each time an internet protocol network layer at a message's origin prepares a packet, it appends a value called a hop count, or time to live, to that packet.",This value is a limit to the number of times the packet should be forwarded as it tries to find its way through the Internet.,,,,,,,,,,
TRUE,MALICIOUS SOFTWARE,TROJAN HORSE,600,strong,4,"Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.","Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.",The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.,,,,,,,,,,
TRUE,MALICIOUS SOFTWARE,WORM,600,strong,4,"Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.","Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.",The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.,,,,,,,,,,
TRUE,NETWORK,FIREWALL,644,strong,4,"The old adage "" an ounce of prevention is worth a pound of cure "" is certainly true in the context of controlling vandalism over network connections.","A primary prevention technique is to filter traffic passing through a point in the network, usually with a program called a firewall.","For instance, a firewall might be installed at the gateway of an organization's intranet to filter messages passing in and out of the region.",,,,,,,,,,
TRUE,NETWORK,FIREWALL,650,strong,4,Masquerading as a party other than one's self is known as spoofing.,Firewalls are also used to protect individual computers rather than entire networks or domains.,"For example, if a computer is not being used as a webserver, a name server, or an email server, then a firewall should be installed at that computer to block all incoming traffic addressed to such applications.",,,,,,,,,,
TRUE,MESSAGE,FIREWALL,644,strong,4,"The old adage "" an ounce of prevention is worth a pound of cure "" is certainly true in the context of controlling vandalism over network connections.","A primary prevention technique is to filter traffic passing through a point in the network, usually with a program called a firewall.","For instance, a firewall might be installed at the gateway of an organization's intranet to filter messages passing in and out of the region.",,,,,,,,,,
TRUE,NETWORK,PERSONAL AREA NETWORK,9,strong,5,Network Classifications,"A computer network is often classified as being either a personal area network (PAN), a local area network (LAN), a metropolitan area network (MAN), or a wide area network (WAN).",A personal area network is normally used for shortrange communications-typically less than a few meters-such as between a wireless headset and a smartphone or between a wireless mouse and its PC.,,,,,,,,,,
TRUE,NETWORK,LOCAL AREA NETWORK,9,strong,5,Network Classifications,"A computer network is often classified as being either a personal area network (PAN), a local area network (LAN), a metropolitan area network (MAN), or a wide area network (WAN).",A personal area network is normally used for shortrange communications-typically less than a few meters-such as between a wireless headset and a smartphone or between a wireless mouse and its PC.,,,,,,,,,,
TRUE,NETWORK,METROPOLITAN AREA NETWORK,9,strong,5,Network Classifications,"A computer network is often classified as being either a personal area network (PAN), a local area network (LAN), a metropolitan area network (MAN), or a wide area network (WAN).",A personal area network is normally used for shortrange communications-typically less than a few meters-such as between a wireless headset and a smartphone or between a wireless mouse and its PC.,,,,,,,,,,
TRUE,NETWORK,WIDE AREA NETWORK,9,strong,5,Network Classifications,"A computer network is often classified as being either a personal area network (PAN), a local area network (LAN), a metropolitan area network (MAN), or a wide area network (WAN).",A personal area network is normally used for shortrange communications-typically less than a few meters-such as between a wireless headset and a smartphone or between a wireless mouse and its PC.,,,,,,,,,,
TRUE,NETWORK,INTERNET,18,strong,5,Open network designs are freely circulated and often grow in popularity to the point that they ultimately prevail over proprietary approaches whose applications are restricted by license fees and contract conditions.,The Internet (a popular worldwide network of networks that we will study in this chapter) is an open system.,"In particular, communication throughout the Internet is governed by an open collection of standards known as the transmission control protocol/internet protocol protocol suite, which is the subject of Section 4.4.",,,,,,,,,,
TRUE,NETWORK,INTERNET,93,strong,5,"In these cases the networks must be connected in a manner that builds a network of networks, known as an internet, in which the original networks maintain their individuality and continue to function as autonomous networks.",Note that the generic term internet is distinct from the Internet.,"The Internet, written with an uppercase I, refers to a particular, worldwide internet that we will study in later sections of this chapter.",,,,,,,,,,
TRUE,COMPUTER,ROUTER,97,strong,5,"Indeed, traditional telephone communication was handled by worldwide internet systems well before the Internet was popularized.","The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.","Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.",,,,,,,,,,
TRUE,ACCESS POINT,GATEWAY,113,strong,5,In other cases the term gateway may be used to refer to more than just a router.,"For example, in most residential wifi networks that are connected to the Internet, the term gateway refers collectively to both the network's access point and the router connected to the access point because these two devices are normally packaged in a single unit.",Methods of Process Communication,,,,,,,,,,
TRUE,SERVER,PRINT SERVER,121,strong,5,"In this situation, a single, highquality printer was attached to the network where it was available to all the machines in the network.","In this case the printer played the role of a server (often called a print server), and the other machines were programmed to play the role of clients that sent print requests to the print server.",Another early application of the client/server model was used to reduce the cost of magnetic disk storage while also removing the need for duplicate copies of records.,,,,,,,,,,
TRUE,NETWORK,INTERNET,166,strong,5,4.2 The Internet,"The most notable example of an internet is the Internet (note the uppercase I), which originated from research projects going back to the early 1960s.",The goal was to develop the ability to link a variety of computer networks so that they could function as a connected system that would not be disrupted by local disasters.,,,,,,,,,,
TRUE,WIDE AREA NETWORK,TIER-1 INTERNET SERVICE PROVIDER,176,strong,5,The system of networks operated by the internet service providers can be classified in a hierarchy according to the role they play in the overall Internet structure (Figure 4.7).,"At the top of this hierarchy are relatively few tier-1 internet service providers that consist of very highspeed, high-capacity, international wide area networks.",These networks are thought of as the backbone of the Internet.,,,,,,,,,,
TRUE,ACCESS INTERNET SERVICE PROVIDER,END SYSTEM,188,strong,5,Examples include cable and telephone companies that charge for their service as well as organizations such as universities or corporations that take it upon themselves to provide internet access to individuals within their organizations.,The devices that individual users connect to the access internet service providers are known as end systems or hosts.,"These end systems may be laptops or PCs, but increasingly range over a multitude of other devices including telephones, video cameras, automobiles, and home appliances.",,,,,,,,,,
TRUE,INTERNET,INTERNET PROTOCOL,216,strong,5,In the Internet these addresses are known as internet protocol addresses.,"The term internet protocol refers to "" internet protocol "", which is a term we will learn more about in Section 4.4.","Originally, each internet protocol address was a pattern of 32 bits, but to provide a larger set of addresses, the process of converting to 128-bit addresses is currently underway (see the discussion of internet protocolv6 in Section 4.4).",,,,,,,,,,
TRUE,NAME SERVER,DOMAIN NAME SYSTEM,246,strong,5,"This conversion is performed with the aid of numerous servers, called name servers, that are essentially directories that provide address translation services to clients.","Collectively, these name servers are used as an Internet-wide directory system known as the domain name system (DNS).",The process of using domain name system to perform a translation is called a domain name system lookup.,,,,,,,,,,
TRUE,MAIL SERVER,INTERNET MAIL ACCESS PROTOCOL,300,strong,5,There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.,"These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced "" pop-THREE "") is the simpler of the two.","Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.",,,,,,,,,,
TRUE,MAIL SERVER,INTERNET MAIL ACCESS PROTOCOL,303,strong,5,This is done on the user's local machine using the local machine's mass storage.,"internet mail access protocol (pronounced "" EYE-map "") allows a user to store and manipulate messages and related materials on the same machine as the mail server.","In this manner, a user who must access his or her email from different computers can maintain records at the mail server that are then accessible from any remote computer to which the user may have access.",,,,,,,,,,
TRUE,NETWORK,4G,335,strong,5,"The Third Generation ("" 3G "") phone network provided higher data rates, allowing for mobile video calls and other bandwidth-intensive activities.","The 4G network provides even higher data rates and a fully packet-switched internet protocol network, which has allowed smartphones to enjoy the connectivity and flexibility previously available only to broadband-enabled PCs.","The Generations of wireless telephones Mobile phone technology has evolved rapidly since the first simple, handheld electronic units were introduced in the 1980s.",,,,,,,,,,
TRUE,SERVER,CONTENT DELIVERY NETWORK,344,strong,5,"In order for this type of streaming to scale to thousands or even millions of simultaneous users, each with his or her own personal stream, replication of the content to many distinct servers is essential.","Large-scale streaming services make use of content delivery networks (CDNs), groups of servers distributed strategically around the Internet that specialize in streaming copies of content to nearby end users in their network "" neighborhood "".","In many cases, content delivery networks machines may reside in an access internet service provider network, allowing customers of that access internet service provider to stream copies of multimedia content at high speed from a nearby server that is much closer in the network than the streaming service's central server machines.",,,,,,,,,,
TRUE,MNEMONIC ADDRESS,UNIFORM RESOURCE LOCATOR,364,strong,5,"Thus to view a webpage, a person first provides his or her browser with the uniform resource locator of the desired document and then instructs the browser to retrieve and display the document.",A typical uniform resource locator is presented in Figure 4.8.,"It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.",,,,,,,,,,
TRUE,SERVER,SERVER-SIDE ACTIVITY,461,strong,5,"On the basis of this information, the customer would specify the destinations of interest and desired dates of travel (a client-side activity).","This information would then be transferred back to the agent's server where it would be used to construct the appropriate customized webpage (a server-side activity), which would then be sent to the customer's browser.",Another example occurs when using the services of a search engine.,,,,,,,,,,
TRUE,SERVER,SERVER-SIDE ACTIVITY,457,strong,5,These needs would require additional activity by either the browser or the webserver.,Such activities are called client-side activities if they are performed by a client (such as a browser) or server-side activities if they are performed by a server (such as a webserver).,"As an example, suppose a travel agent wanted customers to be able to identify desired destinations and dates of travel, at which time the agent would present the customer with a customized webpage containing only the information pertinent to that customer's needs.",,,,,,,,,,
TRUE,SERVER,APPLICATION LAYER,508,strong,5,We begin our journey with the application layer.,The application layer consists of those software units such as clients and servers that use Internet communication to carry out their tasks.,"Although the names are similar, this layer is not restricted to software in the application classification presented in Section 3.2, but also includes many utility packages.",,,,,,,,,,
TRUE,ROUTER,NETWORK LAYER,523,strong,5,It is the network layer's job to decide in which direction a packet should be sent at each step along the packet's path through the Internet.,"In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.",The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,,,,,,,,,,
TRUE,FORWARDING TABLE,NETWORK LAYER,524,strong,5,"In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.",The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.,The link layer at the router is in charge of receiving and transmitting the packets.,,,,,,,,,,
TRUE,INTERNET,TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL PROTOCOL SUITE,560,strong,5,"It is an often-quoted model because it carries the authority of an international organization, but it has been slow to replace the four-level point of view, mainly because it was established after the four-level hierarchy had already become the de facto standard for the Internet.",The transmission control protocol/internet protocol protocol suite is a collection of protocol standards used by the Internet to implement the four-level communication hierarchy.,"Actually, the transmission control protocol (TCP) and the internet protocol (IP) are the names of only two of the protocols in this vast collection-so the fact that the entire collection is referred to as the transmission control protocol/internet protocol protocol suite is rather misleading.",,,,,,,,,,
TRUE,INTERNET,INTERNET PROTOCOL,580,strong,5,"For example, the efficiency of user datagram protocol makes it the protocol of choice for domain name system lookups and voice over internet protocol.","However, because email is less time sensitive, mail servers use transmission control protocol to transfer email. internet protocol is the Internet's standard for implementing the tasks assigned to the network layer.","We have already observed that this task consists of forwarding, which involves relaying packets through the Internet, and routing, which involves updating the layer's forwarding table to reflect changing conditions.",,,,,,,,,,
TRUE,SOFTWARE,MALICIOUS SOFTWARE,598,strong,5,There are numerous ways that a computer system and its contents can be attacked via network connections.,Many of these incorporate the use of malicious software (collectively called malware).,"Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.",,,,,,,,,,
TRUE,SOFTWARE,VIRUS,606,strong,5,The Computer Emergency Response Team Coordination Center maintains a website at http://www.cert.org where it posts notices of its activities.,A virus is software that infects a computer by inserting itself into programs that already reside in the machine.,"Then, when the "" host "" program is executed, the virus is also executed.",,,,,,,,,,
TRUE,SOFTWARE,SPYWARE,620,strong,5,"Thus, email attachments from unknown sources should never be opened.","Another form of malicious software is spyware (sometimes called sniffing software), which is software that collects information about activities at the computer on which it resides and reports that information back to the instigator of the attack.","Some companies use spyware as a means of building customer profiles, and in this context, it has questionable ethical merit.",,,,,,,,,,
