;prerequisite;advanced;Direct Edge;Path;Not in Gold;TP;TN;FP;FN;Path chain;FN Path
14385;PHONE NETWORK;INTERNET2;0;0;0;0;1;0;0;;0
14386;PHONE NETWORK;INTERPROCESS COMMUNICATION;0;0;0;0;1;0;0;;0
14387;PHONE NETWORK;INTRANET;0;0;0;0;1;0;0;;0
14388;PHONE NETWORK;JAVASERVER PAGE;0;0;0;0;1;0;0;;0
14389;PHONE NETWORK;LINK LAYER;0;0;0;0;1;0;0;;0
14390;PHONE NETWORK;LOCAL AREA NETWORK;0;0;0;0;1;0;0;;0
14391;PHONE NETWORK;MAGNETIC DISK;0;0;0;0;1;0;0;;0
14392;PHONE NETWORK;MAIL SERVER;0;0;0;0;1;0;0;;0
14393;PHONE NETWORK;MALICIOUS SOFTWARE;0;0;0;0;1;0;0;;0
14394;PHONE NETWORK;MASS STORAGE;0;0;0;0;1;0;0;;0
14395;PHONE NETWORK;METROPOLITAN AREA NETWORK;0;0;0;0;1;0;0;;0
14396;PHONE NETWORK;MNEMONIC ADDRESS;0;0;0;0;1;0;0;;0
14397;PHONE NETWORK;MNEMONIC DOMAIN NAME;0;0;0;0;1;0;0;;0
14398;PHONE NETWORK;NAME SERVER;0;0;0;0;1;0;0;;0
14399;PHONE NETWORK;NETWORK;0;0;0;0;1;0;0;;0
14400;PHONE NETWORK;NETWORK LAYER;0;0;0;0;1;0;0;;0
14401;PHONE NETWORK;NETWORK NEWS TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14402;PHONE NETWORK;NETWORK SOFTWARE;0;0;0;0;1;0;0;;0
14403;PHONE NETWORK;OPEN NETWORK;0;0;0;0;1;0;0;;0
14404;PHONE NETWORK;PEER-TO-PEER MODEL;0;0;0;0;1;0;0;;0
14405;PHONE NETWORK;PERSONAL AREA NETWORK;0;0;0;0;1;0;0;;0
14406;PHONE NETWORK;PHISHING;0;0;0;0;1;0;0;;0
14407;PHONE NETWORK;PHONE NETWORK;0;0;0;0;1;0;0;;0
14408;PHONE NETWORK;PHP;0;0;0;0;1;0;0;;0
14409;PHONE NETWORK;PORT NUMBER;0;0;0;0;1;0;0;;0
14410;PHONE NETWORK;POST OFFICE PROTOCOL VERSION 3;0;0;0;0;1;0;0;;0
14411;PHONE NETWORK;PRINT SERVER;0;0;0;0;1;0;0;;0
14412;PHONE NETWORK;PRIVATE-KEY;0;0;0;0;1;0;0;;0
14413;PHONE NETWORK;PROTOCOL;0;0;0;0;1;0;0;;0
14414;PHONE NETWORK;PROXY SERVER;0;0;0;0;1;0;0;;0
14415;PHONE NETWORK;PUBLIC-KEY;0;0;0;0;1;0;0;;0
14416;PHONE NETWORK;PUBLIC-KEY ENCRYPTION;0;0;0;0;1;0;0;;0
14417;PHONE NETWORK;REGISTERED DOMAIN;0;0;0;0;1;0;0;;0
14418;PHONE NETWORK;REMOTE MAIL SERVER;0;0;0;0;1;0;0;;0
14419;PHONE NETWORK;REMOTE SERVER;0;0;0;0;1;0;0;;0
14420;PHONE NETWORK;REPEATER;0;0;0;0;1;0;0;;0
14421;PHONE NETWORK;ROUTER;0;0;0;0;1;0;0;;0
14422;PHONE NETWORK;SEARCH ENGINE;0;0;0;0;1;0;0;;0
14423;PHONE NETWORK;SECURE SHELL;0;0;0;0;1;0;0;;0
14424;PHONE NETWORK;SECURE SOCKET LAYER;0;0;0;0;1;0;0;;0
14425;PHONE NETWORK;SERVER;0;0;0;0;1;0;0;;0
14426;PHONE NETWORK;SERVER SIDE;0;0;0;0;1;0;0;;0
14427;PHONE NETWORK;SERVLETS;0;0;0;0;1;0;0;;0
14428;PHONE NETWORK;SIMPLE MAIL TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14429;PHONE NETWORK;SOFTWARE;0;0;0;0;1;0;0;;0
14430;PHONE NETWORK;SPYWARE;0;0;0;0;1;0;0;;0
14431;PHONE NETWORK;STAR;0;0;0;0;1;0;0;;0
14432;PHONE NETWORK;SUBDOMAINS;0;0;0;0;1;0;0;;0
14433;PHONE NETWORK;SWITCH;0;0;0;0;1;0;0;;0
14434;PHONE NETWORK;TAG;0;0;0;0;1;0;0;;0
14435;PHONE NETWORK;TIER-1 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14436;PHONE NETWORK;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14437;PHONE NETWORK;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14438;PHONE NETWORK;TOP-LEVEL DOMAINS;0;0;0;0;1;0;0;;0
14439;PHONE NETWORK;TRADITIONAL TELEPHONE;0;0;0;0;1;0;0;;0
14440;PHONE NETWORK;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;1;0;0;;0
14441;PHONE NETWORK;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
14442;PHONE NETWORK;TRANSPORT LAYER;0;0;0;0;1;0;0;;0
14443;PHONE NETWORK;TROJAN HORSE;0;0;0;0;1;0;0;;0
14444;PHONE NETWORK;UNIFORM RESOURCE LOCATOR;0;0;0;0;1;0;0;;0
14445;PHONE NETWORK;USER DATAGRAM PROTOCOL;0;0;0;0;1;0;0;;0
14446;PHONE NETWORK;VIRUS;0;0;0;0;1;0;0;;0
14447;PHONE NETWORK;VOICE OVER INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
14448;PHONE NETWORK;WEBSERVER;0;0;0;0;1;0;0;;0
14449;PHONE NETWORK;WIDE AREA NETWORK;0;0;0;0;1;0;0;;0
14450;PHONE NETWORK;WIFI NETWORK;0;0;0;0;1;0;0;;0
14451;PHONE NETWORK;WIRELESS NETWORK;0;0;0;0;1;0;0;;0
14452;PHONE NETWORK;WORLD WIDE WEB;0;0;0;0;1;0;0;;0
14453;PHONE NETWORK;WORM;0;0;0;0;1;0;0;;0
14454;PHONE NETWORK;EMAIL;0;0;0;0;1;0;0;;0
14455;PHONE NETWORK;CLIENT-SIDE;0;0;0;0;1;0;0;;0
14456;PHONE NETWORK;SERVER-SIDE;0;0;0;0;1;0;0;;0
14457;PHONE NETWORK;SERVLET;0;0;0;0;1;0;0;;0
14458;PHONE NETWORK;WEBSERVERS;0;0;0;0;1;0;0;;0
14459;PHP;1G;0;0;0;0;1;0;0;;0
14460;PHP;3G;0;0;0;0;1;0;0;;0
14461;PHP;4G;0;0;0;0;1;0;0;;0
14462;PHP;ACCESS INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14463;PHP;ACCESS POINT;0;0;0;0;1;0;0;;0
14464;PHP;ACTIVE SERVER PAGE;0;0;0;0;1;0;0;;0
14465;PHP;ADDRESSING SYSTEM;0;0;0;0;1;0;0;;0
14466;PHP;ANTIVIRUS SOFTWARE;0;0;0;0;1;0;0;;0
14467;PHP;APPLICATION LAYER;0;0;0;0;1;0;0;;0
14468;PHP;AUDITING SOFTWARE;0;0;0;0;1;0;0;;0
14469;PHP;BIT PATTERN;0;0;0;0;1;0;0;;0
14470;PHP;BODY;0;0;0;0;1;0;0;;0
14471;PHP;BRIDGE;0;0;0;0;1;0;0;;0
14472;PHP;BROWSER;0;0;0;0;1;0;0;;0
14473;PHP;BUS;0;0;0;0;1;0;0;;0
14474;PHP;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
14475;PHP;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;0;0;0;0;1;0;0;;0
14476;PHP;CERTIFICATE;0;0;0;0;1;0;0;;0
14477;PHP;CERTIFICATE AUTHORITY;0;0;0;0;1;0;0;;0
14478;PHP;CLIENT;0;0;0;0;1;0;0;;0
14479;PHP;CLIENT/SERVER MODEL;0;0;0;0;1;0;0;;0
14480;PHP;CLOUD COMPUTING;0;0;0;0;1;0;0;;0
14481;PHP;CLUSTER COMPUTE;0;0;0;0;1;0;0;;0
14482;PHP;COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
14483;PHP;COLLISION DETECTION;0;0;0;0;1;0;0;;0
14484;PHP;COMPUTER;0;0;0;0;1;0;0;;0
14485;PHP;COMPUTER SYSTEM;0;0;0;0;1;0;0;;0
14486;PHP;CONTENT DELIVERY NETWORK;0;0;0;0;1;0;0;;0
14487;PHP;DENIAL OF SERVICE;0;0;0;0;1;0;0;;0
14488;PHP;DIGITAL SIGNATURE;0;0;0;0;1;0;0;;0
14489;PHP;DISTRIBUTED SYSTEM;0;0;0;0;1;0;0;;0
14490;PHP;DOMAIN;0;0;0;0;1;0;0;;0
14491;PHP;DOMAIN NAME;0;0;0;0;1;0;0;;0
14492;PHP;DOMAIN NAME SYSTEM;0;0;0;0;1;0;0;;0
14493;PHP;ENCRYPTION;0;0;0;0;1;0;0;;0
14494;PHP;END SYSTEM;0;0;0;0;1;0;0;;0
14495;PHP;END USER;0;0;0;0;1;0;0;;0
14496;PHP;ETHERNET NETWORK;0;0;0;0;1;0;0;;0
14497;PHP;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
14498;PHP;FILE SERVER;0;0;0;0;1;0;0;;0
14499;PHP;FILE TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14500;PHP;FIREWALL;0;0;0;0;1;0;0;;0
14501;PHP;FORWARDING TABLE;0;0;0;0;1;0;0;;0
14502;PHP;GATEWAY;0;0;0;0;1;0;0;;0
14503;PHP;GRID COMPUTE;0;0;0;0;1;0;0;;0
14504;PHP;HEAD;0;0;0;0;1;0;0;;0
14505;PHP;HIDDEN TERMINAL PROBLEM;0;0;0;0;1;0;0;;0
14506;PHP;HOP COUNT;0;0;0;0;1;0;0;;0
14507;PHP;HOT SPOT;0;0;0;0;1;0;0;;0
14508;PHP;HUB;0;0;0;0;1;0;0;;0
14509;PHP;HYPERTEXT;0;0;0;0;1;0;0;;0
14510;PHP;HYPERTEXT DOCUMENT;0;0;0;0;1;0;0;;0
14511;PHP;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
14512;PHP;HYPERTEXT TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14513;PHP;HYPERTEXT TRANSFER PROTOCOL SERVER;0;0;0;0;1;0;0;;0
14514;PHP;INSTANT MESSAGING;0;0;0;0;1;0;0;;0
14515;PHP;INTERNET;0;0;0;0;1;0;0;;0
14516;PHP;INTERNET INFRASTRUCTURE;0;0;0;0;1;0;0;;0
14517;PHP;INTERNET MAIL ACCESS PROTOCOL;0;0;0;0;1;0;0;;0
14518;PHP;INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
14519;PHP;INTERNET PROTOCOL ADDRESS;0;0;0;0;1;0;0;;0
14520;PHP;INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
14521;PHP;INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14522;PHP;INTERNET SOFTWARE;0;0;0;0;1;0;0;;0
14523;PHP;INTERNET2;0;0;0;0;1;0;0;;0
14524;PHP;INTERPROCESS COMMUNICATION;0;0;0;0;1;0;0;;0
14525;PHP;INTRANET;0;0;0;0;1;0;0;;0
14526;PHP;JAVASERVER PAGE;0;0;0;0;1;0;0;;0
14527;PHP;LINK LAYER;0;0;0;0;1;0;0;;0
14528;PHP;LOCAL AREA NETWORK;0;0;0;0;1;0;0;;0
14529;PHP;MAGNETIC DISK;0;0;0;0;1;0;0;;0
14530;PHP;MAIL SERVER;0;0;0;0;1;0;0;;0
14531;PHP;MALICIOUS SOFTWARE;0;0;0;0;1;0;0;;0
14532;PHP;MASS STORAGE;0;0;0;0;1;0;0;;0
14533;PHP;METROPOLITAN AREA NETWORK;0;0;0;0;1;0;0;;0
14534;PHP;MNEMONIC ADDRESS;0;0;0;0;1;0;0;;0
14535;PHP;MNEMONIC DOMAIN NAME;0;0;0;0;1;0;0;;0
14536;PHP;NAME SERVER;0;0;0;0;1;0;0;;0
14537;PHP;NETWORK;0;0;0;0;1;0;0;;0
14538;PHP;NETWORK LAYER;0;0;0;0;1;0;0;;0
14539;PHP;NETWORK NEWS TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14540;PHP;NETWORK SOFTWARE;0;0;0;0;1;0;0;;0
14541;PHP;OPEN NETWORK;0;0;0;0;1;0;0;;0
14542;PHP;PEER-TO-PEER MODEL;0;0;0;0;1;0;0;;0
14543;PHP;PERSONAL AREA NETWORK;0;0;0;0;1;0;0;;0
14544;PHP;PHISHING;0;0;0;0;1;0;0;;0
14545;PHP;PHONE NETWORK;0;0;0;0;1;0;0;;0
14546;PHP;PHP;0;0;0;0;1;0;0;;0
14547;PHP;PORT NUMBER;0;0;0;0;1;0;0;;0
14548;PHP;POST OFFICE PROTOCOL VERSION 3;0;0;0;0;1;0;0;;0
14549;PHP;PRINT SERVER;0;0;0;0;1;0;0;;0
14550;PHP;PRIVATE-KEY;0;0;0;0;1;0;0;;0
14551;PHP;PROTOCOL;0;0;0;0;1;0;0;;0
14552;PHP;PROXY SERVER;0;0;0;0;1;0;0;;0
14553;PHP;PUBLIC-KEY;0;0;0;0;1;0;0;;0
14554;PHP;PUBLIC-KEY ENCRYPTION;0;0;0;0;1;0;0;;0
14555;PHP;REGISTERED DOMAIN;0;0;0;0;1;0;0;;0
14556;PHP;REMOTE MAIL SERVER;0;0;0;0;1;0;0;;0
14557;PHP;REMOTE SERVER;0;0;0;0;1;0;0;;0
14558;PHP;REPEATER;0;0;0;0;1;0;0;;0
14559;PHP;ROUTER;0;0;0;0;1;0;0;;0
14560;PHP;SEARCH ENGINE;0;0;0;0;1;0;0;;0
14561;PHP;SECURE SHELL;0;0;0;0;1;0;0;;0
14562;PHP;SECURE SOCKET LAYER;0;0;0;0;1;0;0;;0
14563;PHP;SERVER;0;0;0;0;1;0;0;;0
14564;PHP;SERVLETS;0;0;0;0;1;0;0;;0
14565;PHP;SIMPLE MAIL TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14566;PHP;SOFTWARE;0;0;0;0;1;0;0;;0
14567;PHP;SPYWARE;0;0;0;0;1;0;0;;0
14568;PHP;STAR;0;0;0;0;1;0;0;;0
14569;PHP;SUBDOMAINS;0;0;0;0;1;0;0;;0
14570;PHP;SWITCH;0;0;0;0;1;0;0;;0
14571;PHP;TAG;0;0;0;0;1;0;0;;0
14572;PHP;TIER-1 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14573;PHP;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14574;PHP;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14575;PHP;TOP-LEVEL DOMAINS;0;0;0;0;1;0;0;;0
14576;PHP;TRADITIONAL TELEPHONE;0;0;0;0;1;0;0;;0
14577;PHP;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;1;0;0;;0
14578;PHP;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
14579;PHP;TRANSPORT LAYER;0;0;0;0;1;0;0;;0
14580;PHP;TROJAN HORSE;0;0;0;0;1;0;0;;0
14581;PHP;UNIFORM RESOURCE LOCATOR;0;0;0;0;1;0;0;;0
14582;PHP;USER DATAGRAM PROTOCOL;0;0;0;0;1;0;0;;0
14583;PHP;VIRUS;0;0;0;0;1;0;0;;0
14584;PHP;VOICE OVER INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
14585;PHP;WEBSERVER;0;0;0;0;1;0;0;;0
14586;PHP;WIDE AREA NETWORK;0;0;0;0;1;0;0;;0
14587;PHP;WIFI NETWORK;0;0;0;0;1;0;0;;0
14588;PHP;WIRELESS NETWORK;0;0;0;0;1;0;0;;0
14589;PHP;WORLD WIDE WEB;0;0;0;0;1;0;0;;0
14590;PHP;WORM;0;0;0;0;1;0;0;;0
14591;PHP;SECOND GENERATION;0;0;0;0;1;0;0;;0
14592;PHP;EMAIL;0;0;0;0;1;0;0;;0
14593;PHP;CLIENT-SIDE;0;0;0;0;1;0;0;;0
14594;PHP;SERVER-SIDE;0;0;0;0;1;0;0;;0
14595;PHP;SERVLET;0;0;0;0;1;0;0;;0
14596;PHP;WEBSERVERS;0;0;0;0;1;0;0;;0
14597;PORT NUMBER;1G;0;0;0;0;1;0;0;;0
14598;PORT NUMBER;3G;0;0;0;0;1;0;0;;0
14599;PORT NUMBER;4G;0;0;0;0;1;0;0;;0
14600;PORT NUMBER;ACCESS INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14601;PORT NUMBER;ACCESS POINT;0;0;0;0;1;0;0;;0
14602;PORT NUMBER;ACTIVE SERVER PAGE;0;0;0;0;1;0;0;;0
14603;PORT NUMBER;ADDRESSING SYSTEM;0;0;0;0;1;0;0;;0
14604;PORT NUMBER;ANTIVIRUS SOFTWARE;0;0;0;0;1;0;0;;0
14605;PORT NUMBER;APPLICATION LAYER;0;0;0;0;1;0;0;;0
14606;PORT NUMBER;AUDITING SOFTWARE;0;0;0;0;1;0;0;;0
14607;PORT NUMBER;BIT PATTERN;0;0;0;0;1;0;0;;0
14608;PORT NUMBER;BODY;0;0;0;0;1;0;0;;0
14609;PORT NUMBER;BRIDGE;0;0;0;0;1;0;0;;0
14610;PORT NUMBER;BROWSER;0;0;0;0;1;0;0;;0
14611;PORT NUMBER;BUS;0;0;0;0;1;0;0;;0
14612;PORT NUMBER;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
14613;PORT NUMBER;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;0;0;0;0;1;0;0;;0
14614;PORT NUMBER;CERTIFICATE;0;0;0;0;1;0;0;;0
14615;PORT NUMBER;CERTIFICATE AUTHORITY;0;0;0;0;1;0;0;;0
14616;PORT NUMBER;CLIENT;0;0;0;0;1;0;0;;0
14617;PORT NUMBER;CLIENT SIDE;0;0;0;0;1;0;0;;0
14618;PORT NUMBER;CLIENT/SERVER MODEL;0;0;0;0;1;0;0;;0
14619;PORT NUMBER;CLOUD COMPUTING;0;0;0;0;1;0;0;;0
14620;PORT NUMBER;CLUSTER COMPUTE;0;0;0;0;1;0;0;;0
14621;PORT NUMBER;COLLISION AVOIDANCE;0;0;0;0;1;0;0;;0
14622;PORT NUMBER;COLLISION DETECTION;0;0;0;0;1;0;0;;0
14623;PORT NUMBER;COMPUTER;0;0;0;0;1;0;0;;0
14624;PORT NUMBER;COMPUTER SYSTEM;0;0;0;0;1;0;0;;0
14625;PORT NUMBER;CONTENT DELIVERY NETWORK;0;0;0;0;1;0;0;;0
14626;PORT NUMBER;DENIAL OF SERVICE;0;0;0;0;1;0;0;;0
14627;PORT NUMBER;DIGITAL SIGNATURE;0;0;0;0;1;0;0;;0
14628;PORT NUMBER;DISTRIBUTED SYSTEM;0;0;0;0;1;0;0;;0
14629;PORT NUMBER;DOMAIN;0;0;0;0;1;0;0;;0
14630;PORT NUMBER;DOMAIN NAME;0;0;0;0;1;0;0;;0
14631;PORT NUMBER;DOMAIN NAME SYSTEM;0;0;0;0;1;0;0;;0
14632;PORT NUMBER;ENCRYPTION;0;0;0;0;1;0;0;;0
14633;PORT NUMBER;END SYSTEM;0;0;0;0;1;0;0;;0
14634;PORT NUMBER;END USER;0;0;0;0;1;0;0;;0
14635;PORT NUMBER;ETHERNET NETWORK;0;0;0;0;1;0;0;;0
14636;PORT NUMBER;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
14637;PORT NUMBER;FILE SERVER;0;0;0;0;1;0;0;;0
14638;PORT NUMBER;FILE TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14639;PORT NUMBER;FIREWALL;0;0;0;0;1;0;0;;0
14640;PORT NUMBER;FORWARDING TABLE;0;0;0;0;1;0;0;;0
14641;PORT NUMBER;GATEWAY;0;0;0;0;1;0;0;;0
14642;PORT NUMBER;GRID COMPUTE;0;0;0;0;1;0;0;;0
14643;PORT NUMBER;HEAD;0;0;0;0;1;0;0;;0
14644;PORT NUMBER;HIDDEN TERMINAL PROBLEM;0;0;0;0;1;0;0;;0
14645;PORT NUMBER;HOP COUNT;0;0;0;0;1;0;0;;0
14646;PORT NUMBER;HOT SPOT;0;0;0;0;1;0;0;;0
14647;PORT NUMBER;HUB;0;0;0;0;1;0;0;;0
14648;PORT NUMBER;HYPERTEXT;0;0;0;0;1;0;0;;0
14649;PORT NUMBER;HYPERTEXT DOCUMENT;0;0;0;0;1;0;0;;0
14650;PORT NUMBER;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;1;0;0;;0
14651;PORT NUMBER;HYPERTEXT TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14652;PORT NUMBER;INSTANT MESSAGING;0;0;0;0;1;0;0;;0
14653;PORT NUMBER;INTERNET;0;0;0;0;1;0;0;;0
14654;PORT NUMBER;INTERNET INFRASTRUCTURE;0;0;0;0;1;0;0;;0
14655;PORT NUMBER;INTERNET MAIL ACCESS PROTOCOL;0;0;0;0;1;0;0;;0
14656;PORT NUMBER;INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
14657;PORT NUMBER;INTERNET PROTOCOL ADDRESS;0;0;0;0;1;0;0;;0
14658;PORT NUMBER;INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
14659;PORT NUMBER;INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14660;PORT NUMBER;INTERNET SOFTWARE;0;0;0;0;1;0;0;;0
14661;PORT NUMBER;INTERNET2;0;0;0;0;1;0;0;;0
14662;PORT NUMBER;INTERPROCESS COMMUNICATION;0;0;0;0;1;0;0;;0
14663;PORT NUMBER;INTRANET;0;0;0;0;1;0;0;;0
14664;PORT NUMBER;JAVASERVER PAGE;0;0;0;0;1;0;0;;0
14665;PORT NUMBER;LINK LAYER;0;0;0;0;1;0;0;;0
14666;PORT NUMBER;LOCAL AREA NETWORK;0;0;0;0;1;0;0;;0
14667;PORT NUMBER;MAGNETIC DISK;0;0;0;0;1;0;0;;0
14668;PORT NUMBER;MAIL SERVER;0;0;0;0;1;0;0;;0
14669;PORT NUMBER;MALICIOUS SOFTWARE;0;0;0;0;1;0;0;;0
14670;PORT NUMBER;MASS STORAGE;0;0;0;0;1;0;0;;0
14671;PORT NUMBER;METROPOLITAN AREA NETWORK;0;0;0;0;1;0;0;;0
14672;PORT NUMBER;MNEMONIC ADDRESS;0;0;0;0;1;0;0;;0
14673;PORT NUMBER;MNEMONIC DOMAIN NAME;0;0;0;0;1;0;0;;0
14674;PORT NUMBER;NAME SERVER;0;0;0;0;1;0;0;;0
14675;PORT NUMBER;NETWORK;0;0;0;0;1;0;0;;0
14676;PORT NUMBER;NETWORK LAYER;0;0;0;0;1;0;0;;0
14677;PORT NUMBER;NETWORK NEWS TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14678;PORT NUMBER;NETWORK SOFTWARE;0;0;0;0;1;0;0;;0
14679;PORT NUMBER;OPEN NETWORK;0;0;0;0;1;0;0;;0
14680;PORT NUMBER;PEER-TO-PEER MODEL;0;0;0;0;1;0;0;;0
14681;PORT NUMBER;PERSONAL AREA NETWORK;0;0;0;0;1;0;0;;0
14682;PORT NUMBER;PHISHING;0;0;0;0;1;0;0;;0
14683;PORT NUMBER;PHONE NETWORK;0;0;0;0;1;0;0;;0
14684;PORT NUMBER;PHP;0;0;0;0;1;0;0;;0
14685;PORT NUMBER;PORT NUMBER;0;0;0;0;1;0;0;;0
14686;PORT NUMBER;POST OFFICE PROTOCOL VERSION 3;0;0;0;0;1;0;0;;0
14687;PORT NUMBER;PRINT SERVER;0;0;0;0;1;0;0;;0
14688;PORT NUMBER;PRIVATE-KEY;0;0;0;0;1;0;0;;0
14689;PORT NUMBER;PROTOCOL;0;0;0;0;1;0;0;;0
14690;PORT NUMBER;PROXY SERVER;0;0;0;0;1;0;0;;0
14691;PORT NUMBER;PUBLIC-KEY;0;0;0;0;1;0;0;;0
14692;PORT NUMBER;PUBLIC-KEY ENCRYPTION;0;0;0;0;1;0;0;;0
14693;PORT NUMBER;REGISTERED DOMAIN;0;0;0;0;1;0;0;;0
14694;PORT NUMBER;REMOTE MAIL SERVER;0;0;0;0;1;0;0;;0
14695;PORT NUMBER;REMOTE SERVER;0;0;0;0;1;0;0;;0
14696;PORT NUMBER;REPEATER;0;0;0;0;1;0;0;;0
14697;PORT NUMBER;ROUTER;0;0;0;0;1;0;0;;0
14698;PORT NUMBER;SEARCH ENGINE;0;0;0;0;1;0;0;;0
14699;PORT NUMBER;SECURE SHELL;0;0;0;0;1;0;0;;0
14700;PORT NUMBER;SECURE SOCKET LAYER;0;0;0;0;1;0;0;;0
14701;PORT NUMBER;SERVER;0;0;0;0;1;0;0;;0
14702;PORT NUMBER;SERVER SIDE;0;0;0;0;1;0;0;;0
14703;PORT NUMBER;SERVLETS;0;0;0;0;1;0;0;;0
14704;PORT NUMBER;SIMPLE MAIL TRANSFER PROTOCOL;0;0;0;0;1;0;0;;0
14705;PORT NUMBER;SOFTWARE;0;0;0;0;1;0;0;;0
14706;PORT NUMBER;SPYWARE;0;0;0;0;1;0;0;;0
14707;PORT NUMBER;STAR;0;0;0;0;1;0;0;;0
14708;PORT NUMBER;SUBDOMAINS;0;0;0;0;1;0;0;;0
14709;PORT NUMBER;SWITCH;0;0;0;0;1;0;0;;0
14710;PORT NUMBER;TAG;0;0;0;0;1;0;0;;0
14711;PORT NUMBER;TIER-1 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14712;PORT NUMBER;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14713;PORT NUMBER;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;1;0;0;;0
14714;PORT NUMBER;TOP-LEVEL DOMAINS;0;0;0;0;1;0;0;;0
14715;PORT NUMBER;TRADITIONAL TELEPHONE;0;0;0;0;1;0;0;;0
14716;PORT NUMBER;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;1;0;0;;0
14717;PORT NUMBER;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;0;0;0;0;1;0;0;;0
14718;PORT NUMBER;TRANSPORT LAYER;0;0;0;0;1;0;0;;0
14719;PORT NUMBER;TROJAN HORSE;0;0;0;0;1;0;0;;0
14720;PORT NUMBER;UNIFORM RESOURCE LOCATOR;0;0;0;0;1;0;0;;0
14721;PORT NUMBER;USER DATAGRAM PROTOCOL;0;0;0;0;1;0;0;;0
14722;PORT NUMBER;VIRUS;0;0;0;0;1;0;0;;0
14723;PORT NUMBER;VOICE OVER INTERNET PROTOCOL;0;0;0;0;1;0;0;;0
14724;PORT NUMBER;WEBSERVER;0;0;0;0;1;0;0;;0
14725;PORT NUMBER;WIDE AREA NETWORK;0;0;0;0;1;0;0;;0
14726;PORT NUMBER;WIFI NETWORK;0;0;0;0;1;0;0;;0
14727;PORT NUMBER;WIRELESS NETWORK;0;0;0;0;1;0;0;;0
14728;PORT NUMBER;WORLD WIDE WEB;0;0;0;0;1;0;0;;0
14729;PORT NUMBER;WORM;0;0;0;0;1;0;0;;0
14730;PORT NUMBER;SECOND GENERATION;0;0;0;0;1;0;0;;0
14731;PORT NUMBER;EMAIL;0;0;0;0;1;0;0;;0
14732;PORT NUMBER;CLIENT-SIDE;0;0;0;0;1;0;0;;0
14733;PORT NUMBER;SERVER-SIDE;0;0;0;0;1;0;0;;0
14734;PORT NUMBER;SERVLET;0;0;0;0;1;0;0;;0
14735;PORT NUMBER;WEBSERVERS;0;0;0;0;1;0;0;;0
14736;POST OFFICE PROTOCOL VERSION 3;1G;0;0;0;0;1;0;0;;0
14737;POST OFFICE PROTOCOL VERSION 3;3G;0;0;0;0;1;0;0;;0
